product_key,Product ID,Category,Sub-Category,Product Name
1255,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers
1256,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888
1257,OFF-AR-10004272,Office Supplies,Art,Newell 308
1258,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone
1259,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube
1260,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases
1261,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes
1262,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"
1263,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,"
1264,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor
1265,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack"
1266,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""
1267,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset
1268,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak"
1269,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers
1270,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
1271,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet
1272,OFF-AR-10004956,Office Supplies,Art,Newell 33
1273,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop
1274,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes
1275,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock
1276,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982
1277,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair
1278,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector
1279,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers
1280,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock"
1281,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany"
1282,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray"
1283,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone
1284,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum
1285,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton"
1286,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk
1287,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991
1288,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors"
1289,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors
1290,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders
1291,TEC-PH-10001051,Technology,Phones,HTC One
1292,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter
1293,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors
1294,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets
1295,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos
1296,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959
1297,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center
1298,OFF-PA-10000477,Office Supplies,Paper,Xerox 22
1299,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster
1300,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
1301,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard
1302,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989
1303,OFF-PA-10002001,Office Supplies,Paper,Xerox 1984
1304,OFF-PA-10002787,Office Supplies,Paper,Xerox 227
1305,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems
1306,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats
1307,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier
1308,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases
1309,OFF-AP-10002222,Office Supplies,Appliances,Staple holder
1310,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965
1311,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner
1312,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags"
1313,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables
1314,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset
1315,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset
1316,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB
1317,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes
1318,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats
1319,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
1320,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection
1321,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994
1322,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame
1323,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers
1324,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page"
1325,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders
1326,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders
1327,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB
1328,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer
1329,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926
1330,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918
1331,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal
1332,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue"
1333,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy"
1334,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle"
1335,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2"
1336,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go
1337,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors
1338,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951
1339,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames
1340,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors
1341,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors
1342,TEC-PH-10000141,Technology,Phones,Clearsounds A400
1343,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier
1344,OFF-FA-10001229,Office Supplies,Fasteners,Staples
1345,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers
1346,OFF-PA-10004255,Office Supplies,Paper,Xerox 219
1347,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903
1348,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)
1349,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak
1350,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System
1351,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer
1352,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset
1353,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables
1354,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs
1355,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs
1356,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h"
1357,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room
1358,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables
1359,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes
1360,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets
1361,OFF-LA-10000081,Office Supplies,Labels,Avery 496
1362,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7"""
1363,OFF-PA-10004983,Office Supplies,Paper,Xerox 23
1364,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories
1365,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish"
1366,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm
1367,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
1368,OFF-LA-10004545,Office Supplies,Labels,Avery 50
1369,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors
1370,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger
1371,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame"
1372,OFF-AR-10001473,Office Supplies,Art,Newell 313
1373,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker
1374,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895
1375,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2"
1376,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener
1377,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector
1378,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone
1379,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"
1380,OFF-LA-10004559,Office Supplies,Labels,Avery 49
1381,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup
1382,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack
1383,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders
1384,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone
1385,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish"
1386,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
1387,TEC-PH-10000369,Technology,Phones,HTC One Mini
1388,TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard
1389,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame
1390,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases
1391,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black
1392,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs
1393,OFF-AP-10002734,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room
1394,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack"
1395,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount
1396,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories
1397,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14"""
1398,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock"
1399,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture
1400,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System
1401,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)
1402,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer
1403,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener
1404,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black
1405,OFF-LA-10003663,Office Supplies,Labels,Avery 498
1406,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier
1407,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop
1408,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders
1409,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair
1410,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays
1411,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format"
1412,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener
1413,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock"
1414,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand"
1415,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000
1416,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper
1417,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish"
1418,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
1419,TEC-PH-10002834,Technology,Phones,Google Nexus 5
1420,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair
1421,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards
1422,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black"
1423,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner
1424,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver"
1425,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems
1426,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads"
1427,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
1428,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone
1429,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer
1430,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit
1431,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set
1432,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944
1433,OFF-PA-10001246,Office Supplies,Paper,Xerox 215
1434,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885
1435,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14"""
1436,TEC-PH-10004531,Technology,Phones,AT&T CL2909
1437,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset
1438,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT
1439,TEC-PH-10003691,Technology,Phones,BlackBerry Q10
1440,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener
1441,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card
1442,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive
1443,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back"
1444,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers
1445,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack
1446,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers
1447,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters
1448,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge
1449,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector
1450,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack
1451,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger
1452,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks
1453,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953
1454,OFF-PA-10004782,Office Supplies,Paper,Xerox 228
1455,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"
1456,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954
1457,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards
1458,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942
1459,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B"
1460,OFF-PA-10000520,Office Supplies,Paper,Xerox 201
1461,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
1462,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt"
1463,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925
1464,OFF-SU-10000946,Office Supplies,Supplies,Staple remover
1465,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps
1466,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"
1467,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969
1468,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
1469,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts"
1470,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971
1471,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope
1472,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener
1473,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils"
1474,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
1475,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy
1476,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"
1477,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon"
1478,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
1479,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs
1480,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
1481,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3
1482,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
1483,OFF-PA-10000213,Office Supplies,Paper,Xerox 198
1484,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton"
1485,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997
1486,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection
1487,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder
1488,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC
1489,TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner
1490,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders
1491,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection
1492,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands
1493,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8"""
1494,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
1495,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame
1496,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes
1497,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs
1498,OFF-AR-10001216,Office Supplies,Art,Newell 339
1499,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT
1500,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories
1501,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic
1502,TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard"
1503,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design
1504,OFF-PA-10001534,Office Supplies,Paper,Xerox 230
1505,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets
1506,TEC-PH-10000526,Technology,Phones,Vtech CS6719
1507,OFF-PA-10001977,Office Supplies,Paper,Xerox 194
1508,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled"
1509,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size"
1510,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980
1511,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards
1512,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer
1513,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock"
1514,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone
1515,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907
1516,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
1517,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone
1518,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black"
1519,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print
1520,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System
1521,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders
1522,OFF-AR-10001615,Office Supplies,Art,Newell 34
1523,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone
1524,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener
1525,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope
1526,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders
1527,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers
1528,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes"
1529,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic"
1530,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels
1531,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning
1532,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes
1533,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers
1534,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving
1535,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset
1536,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter
1537,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers
1538,OFF-PA-10004609,Office Supplies,Paper,Xerox 221
1539,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset
1540,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags
1541,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive
1542,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder
1543,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx
1544,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893
1545,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac
1546,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray"
1547,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors
1548,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
1549,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip
1550,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases"
1551,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf"
1552,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock"
1553,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty"
1554,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost"
1555,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900
1556,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays
1557,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue"
1558,FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories
1559,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
1560,FUR-FU-10002703,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48"""
1561,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone
1562,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box"
